ACCESSION,GENE,TOTAL_INTENSITY_1,NORM_INTENSITY_1,TOTAL_INTENSITY_2,NORM_INTENSITY_2,PVALUE_1,QVALUE_1,NORM_PVALUE_1,NORM_QVALUE_1,AVERAGE_INTENSITY_1,AVERAGE_INTENSITY_2,NORM_AVERAGE_INTENSITY_1,NORM_AVERAGE_INTENSITY_2,RATIO_2_1,NORM_RATIO_2_1,DESCRIPTION,log2(norm_ratio)
A0A024RCG2,SLC22A18,"18418,26468,35599,","24888.0,28088.0,26087.0,","28301,21099,23446,","26167.0,24463.0,23235.0,",0.6724633944320717,0.9996235326,0.2424372874358002,0.9166987877,26828.33333333333,24282.0,26354.33333333333,24621.666666666668,0.905087904578493,0.9342549612334468,"Solute carrier family 22 (Organic cation transporter), member 18, isoform CRA_a OS=Homo sapiens GN=SLC22A18 PE=1 SV=1",-0.09811177502591228
A0A024RCL3,MICA,"25334,26811,35810,","34233.0,28452.0,26242.0,","23444,18799,22749,","21676.0,21796.0,22544.0,",0.1300975734234427,0.9996235326,0.0832283009976465,0.9166987877,29318.33333333333,21664.0,29642.33333333333,22005.33333333333,0.7389233130578137,0.7423617124158017,MHC class I polypeptide-related sequence A OS=Homo sapiens GN=MICA PE=1 SV=1,-0.4298057900418509
A0A024RCR6,BAT3,"137520,165991,207110,","185828.0,176150.0,151771.0,","176802,153308,177023,","163468.0,177749.0,175429.0,",0.9610837966127188,0.9996235326,0.9363926886903708,0.9891387419,170207.0,169044.33333333334,171249.66666666666,172215.33333333334,0.9931691019366616,1.0056389404164292,"HLA-B associated transcript 3, isoform CRA_a OS=Homo sapiens GN=BAT3 PE=1 SV=1",0.008112420083839077
A0A075B6F5,MYO18B,"111852,153898,154716,","151145.0,163320.0,113379.0,","139610,109579,136970,","129084.0,127051.0,135739.0,",0.5449975706521935,0.9996235326,0.510255537018981,0.9229515814,140155.33333333334,128719.66666666669,142614.66666666666,130624.66666666669,0.918407195825584,0.9159273006048936,Unconventional myosin-XVIIIb OS=Homo sapiens GN=MYO18B PE=1 SV=1,-0.12669500226284855
A0A075B6H4,CSRP2BP,"1383,1997,3470,","1868.0,2119.0,2542.0,","1573,1662,2704,","1454.0,1927.0,2679.0,",0.6988752751757177,0.9996235326,0.7258262138484048,0.9635571495,2283.333333333333,1979.6666666666667,2176.333333333333,2020.0,0.8670072992700729,0.9281666411395312,Cysteine-rich protein 2-binding protein OS=Homo sapiens GN=CSRP2BP PE=1 SV=1,-0.10754424776431262
A0A075B6K9,IGLC2,"2396,4893,38075,","3237.0,5192.0,27902.0,","1764,4734,3207,","1631.0,5488.0,3178.0,",0.4099640788067876,0.9996235326,0.3873971130116183,0.9166987877,15121.333333333334,3235.0,12110.333333333334,3432.333333333333,0.2139361608323781,0.2834218711293386,Ig lambda-2 chain C regions (Fragment) OS=Homo sapiens GN=IGLC2 PE=4 SV=1,-1.8189770022900504
A0A075B6L0,IGLC3,"2396,4893,38075,","3237.0,5192.0,27902.0,","1764,4734,3207,","1631.0,5488.0,3178.0,",0.4099640788067876,0.9996235326,0.3873971130116183,0.9166987877,15121.333333333334,3235.0,12110.333333333334,3432.333333333333,0.2139361608323781,0.2834218711293386,Ig lambda-3 chain C regions (Fragment) OS=Homo sapiens GN=IGLC3 PE=1 SV=2,-1.8189770022900504
A0A075B6N8,IGHG3,"7915117,8119759,7953519,","1.0695681E7,8616905.0,5828532.0,","8466299,8817151,8475380,","7828023.0,1.0223026E7,8399208.0,",0.0193807250626345,0.9996235326,0.8009485976473696,0.9753560094,7996131.666666667,8586276.666666666,8380372.666666667,8816752.333333334,1.0738038122183664,1.052071630227423,Ig gamma-3 chain C region (Fragment) OS=Homo sapiens GN=IGHG3 PE=1 SV=1,0.07323293377074082
A0A075B6Q7,DISC1,"48296,65299,100154,","65262.0,69296.0,73395.0,","86660,70788,83259,","80126.0,82075.0,82510.0,",0.6226764076011315,0.9996235326,0.0262087973610973,0.9166987877,71249.66666666667,80235.66666666667,69317.66666666667,81570.33333333333,1.126119888280179,1.1767610950551326,Disrupted in schizophrenia 1 protein OS=Homo sapiens GN=DISC1 PE=1 SV=1,0.2348214554963048
A0A075B6R8,MPDZ,"1486,2065,2052,","2008.0,2191.0,1503.0,","2874,2421,3109,","2657.0,2807.0,3081.0,",0.028430626466777,0.9996235326,0.0245625634063134,0.9166987877,1867.6666666666667,2801.333333333333,1900.6666666666667,2848.333333333333,1.499910762091737,1.4985969835145565,Multiple PDZ domain protein (Fragment) OS=Homo sapiens GN=MPDZ PE=1 SV=1,0.5836124526255493
A0A075B730,EPPK1,"64735,65733,98915,","87473.0,69755.0,72485.0,","59902,67443,64832,","55384.0,78194.0,64246.0,",0.3848188176092482,0.9996235326,0.2874595914758447,0.9166987877,76461.0,64059.0,76571.0,65941.33333333333,0.8377996625730765,0.8611789493846669,Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2,-0.21561504011691426
A0A075B752,ANXA8L1,"1538,1688,1252,","2078.0,1791.0,917.0,","1420,0,0,","1312.0,0.0,0.0,",0.1567700718312246,0.9996235326,0.1107298165118268,0.9166987877,1492.6666666666667,473.3333333333333,1595.3333333333333,437.3333333333333,0.3171058508262617,0.2741328875888006,Annexin OS=Homo sapiens GN=ANXA8L1 PE=1 SV=1,-1.8670526769204154
A0A075B765,ANXA8,"1538,1688,1252,","2078.0,1791.0,917.0,","1420,0,0,","1312.0,0.0,0.0,",0.1567700718312246,0.9996235326,0.1107298165118268,0.9166987877,1492.6666666666667,473.3333333333333,1595.3333333333333,437.3333333333333,0.3171058508262617,0.2741328875888006,Annexin OS=Homo sapiens GN=ANXA8 PE=1 SV=1,-1.8670526769204154
A0A075B767,LOC105371242,"12585548,14702768,22967998,","1.7006816E7,1.5602965E7,1.6831505E7,","19488400,16297474,18102106,","1.8019162E7,1.8896067E7,1.793941E7,",0.744297901391941,0.9996235326,0.0338465085120691,0.9166987877,16752104.666666666,17962660.0,16480428.666666666,18284879.666666668,1.0722628802422718,1.10949053792816,Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=LOC105371242 PE=3 SV=1,0.14989736384647978
A0A075B784,USP36,"26991,46473,42492,","36472.0,49318.0,31139.0,","53198,24257,38368,","49187.0,28124.0,38023.0,",0.9967782064016496,0.9996235326,0.9510491708610544,0.991375255,38652.0,38607.66666666666,38976.333333333336,38444.66666666666,0.998853013211908,0.9863592436435784,Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36 PE=1 SV=1,-0.019814906063139487
A0A075B785,KIAA1468,"7824,5632,9713,","10572.0,5976.0,7117.0,","5965,6428,9467,","5515.0,7452.0,9381.0,",0.8000288532422293,0.9996235326,0.8174539199068218,0.9766334964,7723.0,7286.666666666667,7888.333333333333,7449.333333333333,0.9435020933143424,0.944348193534756,LisH domain and HEAT repeat-containing protein KIAA1468 OS=Homo sapiens GN=KIAA1468 PE=1 SV=6,-0.08260919667169726
A0A075B7C0,CAPNS1,"90961,110726,176485,","122914.0,117504.0,129330.0,","122210,113669,133016,","112994.0,131792.0,131818.0,",0.9167941931098136,0.9996235326,0.7693697712011529,0.9719489266,126057.33333333331,122965.0,123249.33333333331,125534.66666666669,0.975468834287044,1.018542358579357,Calpain small subunit 1 (Fragment) OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,0.026505979559220214
A0A087WSV6,LILRB1,"0,1511,2604,","0.0,1603.0,1908.0,","1875,873,2488,","1733.0,1012.0,2465.0,",0.6999740687253448,0.9996235326,0.4830029708440677,0.9229515814,1371.6666666666667,1745.3333333333333,1170.3333333333333,1736.6666666666667,1.2724179829890645,1.48390771859869,Leukocyte immunoglobulin-like receptor subfamily B member 1 OS=Homo sapiens GN=LILRB1 PE=1 SV=1,0.5694013762851157
A0A087WSV8,NUCB2,"109107,145821,167609,","147434.0,154747.0,122826.0,","146764,123190,143024,","135698.0,142830.0,141737.0,",0.8757702000485588,0.9996235326,0.8866353417776304,0.9816750493,140845.66666666666,137659.33333333334,141669.0,140088.33333333334,0.977377129103487,0.98884253671116,"Nucleobindin 2, isoform CRA_b OS=Homo sapiens GN=NUCB2 PE=1 SV=1",-0.016187290376552848
A0A087WSW9,TXNRD1,"132636,182262,190615,","179228.0,193418.0,139685.0,","149207,133086,178756,","137956.0,154303.0,177146.0,",0.5489727468046696,0.9996235326,0.5117941910884976,0.9229515814,168504.33333333334,153683.0,170777.0,156468.33333333334,0.91204182681751,0.9162143223814292,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=1",-0.12624297945868604
A0A087WT27,PGM3,"5074,7563,11080,","6856.0,8025.0,8118.0,","6697,6269,7975,","6191.0,7268.0,7902.0,",0.6543702005749461,0.9996235326,0.4459162544173447,0.9191324526,7905.666666666667,6980.333333333333,7666.333333333333,7120.333333333333,0.8829531559640763,0.9287795121527024,Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1,-0.10659194658751943
A0A087WT34,MBD3,"143178,183738,226364,","193475.0,194987.0,165884.0,","196482,159892,190317,","181667.0,185386.0,188606.0,",0.9395342073133076,0.9996235326,0.9677068668349686,0.993713361,184426.66666666663,182230.3333333333,184782.0,185219.66666666663,0.988091020821284,1.0023685568219127,Methyl-CpG-binding domain protein 3 (Fragment) OS=Homo sapiens GN=MBD3 PE=1 SV=1,0.0034130647558700484
A0A087WT35,PIP4K2B,"18806,24218,20188,","25412.0,25700.0,14794.0,","22643,18351,26421,","20935.0,21277.0,26183.0,",0.6506603604117009,0.9996235326,0.8484436657137986,0.9810175567,21070.666666666668,22471.666666666668,21968.666666666668,22798.33333333333,1.0664905397709297,1.0377659090219402,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (Fragment) OS=Homo sapiens GN=PIP4K2B PE=1 SV=1,0.05348104872410882
A0A087WT44,HMOX2,"161754,196887,290032,","218576.0,208940.0,212542.0,","230436,204766,224109,","213063.0,237414.0,222093.0,",0.935354325717258,0.9996235326,0.2638355870146722,0.9166987877,216224.3333333333,219770.3333333333,213352.66666666663,224190.0,1.0163996343303945,1.050795396667177,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=1,0.07148178542812786
A0A087WT45,GRIPAP1,"17765,16923,30872,","24004.0,17956.0,22619.0,","25208,24375,25307,","23305.0,28258.0,25075.0,",0.562412069988,0.9996235326,0.1638418957588959,0.9166987877,21853.33333333333,24963.33333333333,21526.33333333333,25546.0,1.1423123856009765,1.186732529150343,GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1,0.2469948108428102
A0A087WT50,C16orf71,"856,2851,2679,","1156.0,3025.0,1963.0,","2956,1332,1896,","2733.0,1544.0,1878.0,",0.9369841571558526,0.9996235326,0.9957889070289754,0.9984847716,2128.6666666666665,2061.333333333333,2048.0,2051.6666666666665,0.9683683056686504,1.0017903645833333,Uncharacterized protein C16orf71 (Fragment) OS=Homo sapiens GN=C16orf71 PE=1 SV=1,0.0025806406506633964
A0A087WT73,KCP,"4010,3928,7387,","5418.0,4168.0,5413.0,","5327,4336,4383,","4925.0,5027.0,4343.0,",0.7490736589141396,0.9996235326,0.6502317593725794,0.945110803,5108.333333333333,4682.0,4999.666666666667,4765.0,0.916541598694943,0.9530635375691712,Kielin/chordin-like protein OS=Homo sapiens GN=KCP PE=1 SV=1,-0.06935569787662123
A0A087WT82,GPC6,"1442,1964,838,","1948.0,2084.0,614.0,","2705,3289,1973,","2501.0,3813.0,1955.0,",0.0698669521507553,0.9996235326,0.1723834044722823,0.9166987877,1414.6666666666667,2655.6666666666665,1548.6666666666667,2756.333333333333,1.8772384542884069,1.7798105897546277,Glypican-6 OS=Homo sapiens GN=GPC6 PE=1 SV=1,0.8317237154828971
A0A087WT95,ACOT2,"27396,28991,41442,","37019.0,30765.0,30368.0,","29575,27215,33828,","27344.0,31552.0,33523.0,",0.6568343179758912,0.9996235326,0.5363007425736357,0.9229515814,32609.666666666668,30206.0,32717.33333333333,30806.33333333333,0.9262897504829856,0.9415905941804548,"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens GN=ACOT2 PE=1 SV=1",-0.08682818593516528
A0A087WTA5,EIF2B4,"3365,3199,5727,","4546.0,3394.0,4196.0,","3835,1480,4547,","3545.0,1715.0,4505.0,",0.5484287782824874,0.9996235326,0.4455393512621285,0.9191324526,4097.0,3287.333333333333,4045.3333333333335,3255.0,0.8023757220730616,0.8046308503625577,Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=1,-0.3136010414728795
A0A087WTB5,IL6R,"451838,642306,772515,","610568.0,681632.0,566118.0,","732318,500014,605771,","677108.0,579740.0,600327.0,",0.9382791039816504,0.9996235326,0.9936316571643152,0.9983668168,622219.6666666666,612701.0,619439.3333333334,619058.3333333334,0.9847020800264,0.9993849276603896,Interleukin-6 receptor subunit alpha OS=Homo sapiens GN=IL6R PE=1 SV=1,-0.0008876348219496211
A0A087WTF6,NCAM1,"66076,81960,96001,","89286.0,86976.0,70350.0,","84765,60784,87366,","78371.0,70473.0,86579.0,",0.7745184665946911,0.9996235326,0.6491930747347436,0.9449767078,81345.66666666667,77638.33333333333,82204.0,78474.33333333333,0.9544249437585284,0.9546291340242972,Neural cell adhesion molecule 1 OS=Homo sapiens GN=NCAM1 PE=1 SV=1,-0.06698772867219319
A0A087WTG3,CUL3,"600232,699491,611495,","811091.0,742316.0,448116.0,","823913,585827,804525,","761795.0,679232.0,797293.0,",0.3183409804121077,0.9996235326,0.5582949992172113,0.9295914764,637072.6666666666,738088.3333333334,667174.3333333334,746106.6666666666,1.1585622362284158,1.1183084081471957,Cullin-3 OS=Homo sapiens GN=CUL3 PE=1 SV=1,0.16131811085199116
A0A087WTI3,NDUFS7,"84214,98304,116726,","113797.0,104321.0,85538.0,","89733,78581,98292,","82966.0,91109.0,97408.0,",0.3898939827729606,0.9996235326,0.3334506002096028,0.9166987877,99748.0,88868.66666666667,101218.66666666669,90494.33333333331,0.8909318148400637,0.8940478699581104,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=1",-0.1615760152659555
A0A087WTI6,MYB,"129592,175378,199759,","175117.0,186115.0,146388.0,","180911,133880,178995,","167272.0,155226.0,177386.0,",0.8944127446052423,0.9996235326,0.8600570174576146,0.9810175567,168243.0,164595.33333333334,169206.66666666666,166628.0,0.978319058346162,0.9847602537331076,Transcriptional activator Myb OS=Homo sapiens GN=MYB PE=1 SV=1,-0.022155561029369997
A0A087WTL4,BCL2L13,"30545,45123,54099,","41274.0,47884.0,39642.0,","40401,32836,43966,","37354.0,38069.0,43570.0,",0.6219153188870382,0.9996235326,0.3672098159174654,0.9166987877,43255.66666666666,39067.66666666666,42933.333333333336,39664.333333333336,0.9031803154885294,0.923858695652174,Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 PE=1 SV=1,-0.11425588682959092
A0A087WTM7,APOB,"517204,688660,918187,","698895.0,730823.0,672869.0,","749450,623496,703933,","692948.0,722910.0,697606.0,",0.9073592958569372,0.9996235326,0.861607815757681,0.9810175567,708017.0,692293.0,700862.3333333334,704488.0,0.977791493707072,1.005173150980197,Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=1,0.007444041248596365
A0A087WTT1,PABPC1,"9733928,11837466,15220596,","1.3153399E7,1.2562203E7,1.1153988E7,","12564829,10077785,11979203,","1.1617531E7,1.168463E7,1.1871503E7,",0.7109431440214622,0.9996235326,0.4414595123676762,0.9191324526,12263996.666666666,11540605.666666666,12289863.333333334,11724554.666666666,0.9410150687690446,0.954002037993913,Polyadenylate-binding protein OS=Homo sapiens GN=PABPC1 PE=1 SV=1,-0.06793574668532688
A0A087WTU7,DMD,"124285,153464,189059,","167944.0,162859.0,138546.0,","171580,144015,159955,","158643.0,166976.0,158517.0,",0.8961894295523556,0.9996235326,0.6479791838536499,0.9444869185,155602.66666666666,158516.66666666666,156449.66666666666,161378.66666666666,1.0187271854809683,1.031505340375712,Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=1,0.04475129045717697
A0A087WTV6,PYCR2,"470503,559231,699787,","635777.0,593464.0,512812.0,","619937,513851,592186,","573190.0,595774.0,586854.0,",0.9882881638754344,0.9996235326,0.9112099113899736,0.9864210388,576507.0,575324.6666666666,580684.3333333334,585272.6666666666,0.9979491431442578,1.007901596564513,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1,0.01135479252991624
A0A087WTW0,UHRF1,"3797,5216,4178,","5130.0,5535.0,3061.0,","3769,2900,4298,","3484.0,3362.0,4259.0,",0.2760901135028918,0.9996235326,0.3757653892502137,0.9166987877,4397.0,3655.6666666666665,4575.333333333333,3701.6666666666665,0.8314001971040861,0.8090485210549323,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1,-0.30570186690924106
A0A087WTY9,MRFAP1,"10784,10350,13007,","14572.0,10983.0,9531.0,","9710,10028,9557,","8977.0,11626.0,9471.0,",0.1856727469952005,0.9996235326,0.3975344296343689,0.9166987877,11380.333333333334,9765.0,11695.333333333334,10024.666666666666,0.8580592249787645,0.8571510003990195,MORF4 family-associated protein 1 OS=Homo sapiens GN=MRFAP1 PE=1 SV=1,-0.22237871512705973
A0A087WU32,CASP3,"82249,107283,133344,","111142.0,113851.0,97717.0,","112810,99486,111887,","104305.0,115348.0,110881.0,",0.9796175166133344,0.9996235326,0.6864863744701917,0.9560480129,107625.33333333331,108061.0,107570.0,110178.0,1.0040479936570077,1.0242446778841685,Caspase-3 OS=Homo sapiens GN=CASP3 PE=1 SV=1,0.03456039639637795
A0A087WU62,MRPL45,"48494,62678,73376,","65529.0,66514.0,53771.0,","59261,52150,60359,","54792.0,60464.0,59815.0,",0.6236138588670861,0.9996235326,0.486550330672112,0.9229515814,61516.0,57256.66666666666,61938.0,58357.0,0.9307605609380756,0.9421841196034744,"39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=1",-0.08591907912265662
A0A087WU64,POLA1,"55297,65931,76762,","74720.0,69966.0,56251.0,","69954,60275,68293,","64679.0,69885.0,67677.0,",0.9811148231935286,0.9996235326,0.9457182543826615,0.9906943326,65996.66666666667,66174.0,66979.0,67413.66666666667,1.0026870043941611,1.006489596241608,DNA polymerase OS=Homo sapiens GN=POLA1 PE=1 SV=1,0.009332259662916528
A0A087WUA7,ZNF804B,"3923,5164,12001,","5301.0,5480.0,8794.0,","4098,3801,3777,","3789.0,4407.0,3743.0,",0.3379305173409334,0.9996235326,0.1500627614541078,0.9166987877,7029.333333333333,3892.0,6525.0,3979.6666666666665,0.5536798179059181,0.6099106002554279,Zinc finger protein 804B OS=Homo sapiens GN=ZNF804B PE=1 SV=1,-0.7133303047041027
A0A087WUB9,CTNNBL1,"6165,9176,6093,","8330.0,9737.0,4464.0,","7188,4796,6247,","6645.0,5560.0,6190.0,",0.440711816291671,0.9996235326,0.4756480571938721,0.9229515814,7144.666666666667,6077.0,7510.333333333333,6131.666666666667,0.8505645236540076,0.816430695486219,Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1,-0.29259767024179806
A0A087WUC6,SPCS2,"9124,13612,13760,","12329.0,14445.0,10083.0,","10794,10129,10071,","9980.0,11744.0,9980.0,",0.3509405828943609,0.9996235326,0.3091236762272021,0.9166987877,12165.333333333334,10331.333333333334,12285.666666666666,10568.0,0.8492437527400263,0.8601893805789945,Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=1,-0.2172737742076725
A0A087WUG5,SHFM1,"297341,217726,631667,","401792.0,231054.0,462898.0,","571203,417831,482214,","528137.0,484451.0,477876.0,",0.4906575886100287,0.9996235326,0.1936696843457804,0.9166987877,382244.6666666667,490416.0,365248.0,496821.3333333333,1.282989777925831,1.360230126744933,26S proteasome complex subunit DSS1 OS=Homo sapiens GN=SHFM1 PE=1 SV=1,0.44385075046651895
A0A087WUK6,SAMD4B,"264762,460504,351516,","357772.0,488699.0,257599.0,","410372,208524,329122,","379433.0,241772.0,326164.0,",0.6263922201174724,0.9996235326,0.5472933696174846,0.9277435658,358927.3333333333,316006.0,368023.3333333333,315789.6666666667,0.8804177632984207,0.8580696876103872,Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4B PE=1 SV=1,-0.22083327479978943
A0A087WUL0,TKFC,"119440,150919,186793,","161396.0,160158.0,136884.0,","175241,130058,162367,","162027.0,150793.0,160906.0,",0.8901995913924455,0.9996235326,0.6037169989817341,0.9388840226,152384.0,155888.66666666666,152812.66666666666,157908.66666666666,1.0229989150216996,1.0333480208883208,Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=1,0.04732622075785879
A0A087WUL2,PSMB3,"18324,18110,43503,","24761.0,19218.0,31880.0,","35388,20542,33476,","32720.0,23817.0,33175.0,",0.7639286778723902,0.9996235326,0.3891243841579801,0.9166987877,26645.666666666668,29802.0,25286.33333333333,29904.0,1.1184557839298448,1.182615114884193,Proteasome subunit beta type-3 (Fragment) OS=Homo sapiens GN=PSMB3 PE=1 SV=1,0.24198062127245373
A0A087WUL7,NRBF2,"5115,7636,11649,","6911.0,8103.0,8536.0,","10431,9287,9580,","9644.0,10767.0,9493.0,",0.4825651372169663,0.9996235326,0.0298628508939859,0.9166987877,8133.333333333333,9766.0,7850.0,9968.0,1.2007377049180328,1.2698089171974525,Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2 PE=1 SV=1,0.34461141435765047
A0A087WUM0,SYNJ2BP-COX16,"50931,72472,99784,","68821.0,76907.0,73122.0,","72215,61783,77199,","66768.0,71631.0,76504.0,",0.8091395488136168,0.9996235326,0.7376168147456448,0.9650741684,74395.66666666667,70399.0,72950.0,71634.33333333333,0.9462782330512082,0.9819648160840758,Protein SYNJ2BP-COX16 (Fragment) OS=Homo sapiens GN=SYNJ2BP-COX16 PE=4 SV=1,-0.02625676135592183
A0A087WUN5,ANAPC16,"35617,38420,32142,","48128.0,40772.0,23554.0,","31523,31634,36607,","29145.0,36677.0,36277.0,",0.4359982426469758,0.9996235326,0.6899477599766983,0.956722727,35393.0,33254.666666666664,37484.66666666666,34033.0,0.9395831567447424,0.9079179042097214,Anaphase-promoting complex subunit 16 OS=Homo sapiens GN=ANAPC16 PE=1 SV=1,-0.1393662429043307
